Dates,Center_mass,DSI,Center_mass_top,Center_mass_bottom,vol_pos,vol_neg,opt_vol,price
2021-10-01,229.1489575795014,55.918290242695754,238.8432978764161,200.32772366204895,13974700.715999998,-4939002.576,9084534.451429302,226.0
2021-10-04,229.64917906690914,45.60341069078261,238.99663209346687,201.63167742328585,11916573.0,-6321921.0,9873733.77636586,223.7899932861328
2021-10-05,228.74997519887245,47.16943956577099,238.71742212714608,201.89808718410762,14373738.999999998,-5046980.5200000005,11670972.544332167,224.4199981689453
2021-10-06,227.94457484384574,45.09911497139093,238.80541930710197,202.4911589507745,14988763.6,-5053414.05,11093853.524340363,224.99000549316406
2021-10-07,229.4620267464202,40.4136701715798,236.68800524153474,201.8556412661428,16062127.0,-4740836.75,17228546.59494383,226.47999572753906
2021-10-08,231.59685119794906,38.77008224211983,235.94685677252113,202.23590117665032,15791688.969999995,-4915444.0600000005,37250.967324404046,226.38999938964844
2021-10-11,231.82130311279442,34.57443407613997,234.75933239456367,203.15933110847874,19542913.867200006,-3935900.313599999,2286321.952039078,226.4499969482422
2021-10-12,231.12777400401308,40.53077443637124,250.63909000971788,201.91574505801682,6556053.91,-4206108.21,1283879.993188791,223.57000732421875
2021-10-13,230.43229686825433,36.93676524664469,246.9970590742478,201.54533004484765,8189065.4399999995,-4104748.620000001,281438.0343385022,221.77999877929688
2021-10-14,224.8556803236031,41.21775062807443,248.19158246047616,202.02481684493316,8004564.92,-4693281.23,-3155571.0481285863,217.44000244140625
2021-10-15,225.83858344252923,42.151499299797145,249.35766653852505,202.4120723585385,7820064.399999999,-5281813.84,-1955321.4677398112,217.0399932861328
2021-10-18,224.34681411855476,43.07870470794645,248.1433570831725,202.00279899074198,5897190.239999998,-6009389.280000001,-2284058.095626695,216.97999572753906
2021-10-19,222.83027070097236,41.36000216592429,247.62689059452737,200.86308381936868,6373762.56,-5560389.12,-2612794.7235135753,215.97000122070312
2021-10-20,221.27256036278064,35.46436388850744,246.4726080367062,200.18909352335172,6656312.619999999,-6096444.435,-2941531.3514004573,216.1699981689453
2021-10-21,219.62948347744512,39.36364717919433,245.10306585308487,199.5286690597091,6938862.68,-6632499.75,-3270267.9792873375,214.33999633789062
2021-10-22,217.803022957033,39.58677707430164,243.56276588832964,198.81799696752574,7221412.74,-7168555.0649999995,-4075574.1054741964,212.97000122070312
2021-10-25,218.8788204437132,37.766641534767565,241.7258434631603,198.108568704307,7503962.8,-7704610.379999999,-3162403.246674197,212.8699951171875
2021-10-26,215.98882646950227,42.569496645992984,240.53572791399998,197.37777301449492,7273207.37,-8094866.779999999,-6179039.819166494,209.80999755859375
2021-10-27,211.62950175911072,47.46220357510981,240.68527583685417,197.39560181269476,7807230.989999999,-7924698.68,-9323358.84214063,206.61000061035156
2021-10-28,210.95906494160337,43.304771117677944,241.50900952272374,197.24173674506454,6763991.353100001,-9207738.376400001,-8901561.276883591,207.85000610351562
2021-10-29,210.01375563324035,38.75616852423507,239.2290594986768,197.13609427821692,5383807.515,-10252296.195,-8818572.441004762,207.02999877929688
2021-11-01,219.71032593095143,33.894239297439356,236.51100849753877,196.48018585772263,5940607.1098,-10483826.591699999,515645.084668085,214.5800018310547
2021-11-02,218.20058329335578,39.668686907813644,235.97697577833662,195.57109359332333,5615344.170000001,-10094566.81,-946771.0865097642,212.77000427246094
2021-11-03,218.24157839311266,34.08946174782913,235.1509477327422,198.46601219142931,9952337.450000001,-7233478.119999998,-805672.9887216557,213.3800048828125
2021-11-04,217.1393643753848,35.162312615306725,234.21355461886304,198.93789771545985,9431348.620000003,-7840231.539999998,-1834083.2671621982,213.02999877929688
2021-11-05,230.42127801474092,27.84819660250092,233.87409909060028,199.271933131667,9663101.07,-7963176.1899999995,12618097.912040954,224.4600067138672
2021-11-08,231.87539973106067,33.083440305419806,233.00984302933233,199.6112747641915,9589483.800000003,-8682617.52,15753295.43261248,222.67999267578125
2021-11-09,230.7863334939873,33.0684010422254,238.61316668170753,201.11058833448885,16726453.444999997,-4674787.455,16431848.75026465,220.7899932861328
2021-11-10,226.76571631065207,38.808323260143055,238.8304313642769,200.0232320007513,18511402.799999997,-4042029.2000000007,15276548.9972735,218.5
2021-11-11,227.92336183454609,33.815359194706964,237.74782663231733,201.64848355136044,19699056.0,-4706416.0,19605117.377222545,219.3800048828125
2021-11-12,230.76252803795435,35.975502310377685,233.8725866512464,202.01077891338923,19780492.479999997,-5678761.9,5940249.529083507,220.9600067138672
2021-11-15,237.10029079690955,35.15460526745694,233.87251656340962,203.91257425924042,23184010.1703,-5744304.0261,13821933.772598239,233.08999633789062
2021-11-16,234.3503096835667,34.27558064973178,244.59858446909374,196.63851940000714,11609125.290000001,-4707082.17,10137619.831561288,225.8000030517578
2021-11-17,235.02064261378507,37.56204201039065,245.02136659042228,197.67083517232868,16243123.12,-3263119.09,9752207.252639527,226.6199951171875
2021-11-18,235.18745504470738,42.15964962079333,244.68716897524837,197.90341293403444,14152773.539999997,-4013928.255,9819831.423674794,227.25
2021-11-19,227.85979987555,54.26057723642871,245.65980244860185,203.33792892314216,14817349.109199999,-4975714.7396,793722.036329627,214.1300048828125
2021-11-22,221.62506898318742,44.815117021155196,245.71687889883904,203.5007504617097,14817659.0,-4923876.25,-1895612.7869385295,209.89999389648438
2021-11-23,220.66013450020907,42.21546870498877,246.9941070228279,201.08504402653313,10279284.75,-7345986.375,-4420689.119901346,209.1300048828125
2021-11-24,219.96271895476707,33.39825895009613,242.7891207919212,198.36510377127857,9537621.1,-8678203.31,-1785707.3489209116,210.60000610351562
2021-11-26,214.91459089534618,53.97594252260873,248.86694505197525,195.6065796715349,8642853.771000003,-9730648.628999999,-7610130.304186997,199.2100067138672
2021-11-29,210.8599436935857,41.26123657111614,242.498866222334,195.07494182402095,9992357.640000002,-9048186.27,-9553106.254345015,198.5
2021-11-30,211.65944112459317,44.709430619986634,249.30962271360175,192.23389485070538,6868163.170000001,-10415495.640000002,-7629800.644505247,197.85000610351562
2021-12-01,208.06087558201938,42.37389538153967,249.93555537312233,191.8175466162382,4796106.5,-9841764.9,-10699507.998024398,188.19000244140625
2021-12-02,215.52711891327584,39.631036831448284,246.1950601248584,191.41841131304201,5044474.739200002,-8606975.992400002,-3803575.588512188,202.3800048828125
2021-12-03,208.18051231153308,40.06610600638875,265.89681913774956,188.5318876588034,3022979.9600000004,-8952686.080000002,-7102623.58720655,198.49000549316406
2021-12-06,208.87277685593642,34.01300617452328,242.68543258086984,190.6910822503002,6544164.75,-7156072.5,-6613839.924040682,205.8800048828125
2021-12-07,215.7895255431993,39.48054698287547,241.39280079714362,188.8068934017706,4418237.8763999995,-7574206.5348000005,1168488.9428694341,208.8300018310547
2021-12-08,217.60597698042213,39.3305085711464,238.1463361260474,189.9614203076844,5071843.979999999,-7850887.1099999985,3677346.6907545514,211.02999877929688
2021-12-09,217.46784064582977,40.17049171056061,231.16339955209406,193.22052781492246,10107411.840000002,-6885111.96,3089960.934897581,207.55999755859375
2021-12-10,217.25462965616254,46.55283744744143,229.97630922693244,194.82813430394177,11286605.2119,-6129599.646,2502575.179040611,205.05999755859375
2021-12-13,217.04238455759736,44.77839543329601,231.52516106101953,193.10444428660543,11120281.4254,-6416238.393,1915189.4231836405,197.39999389648438
2021-12-14,216.7406904975055,45.24165081458006,232.88054324962954,191.7184916669245,10953957.638899999,-6702877.14,1327803.667326672,195.5
2021-12-15,216.36164590837302,46.988869037611124,233.98209378505135,190.89760090358527,10787633.8524,-6989515.887,740417.9114696998,195.42999267578125
2021-12-16,215.91546333051684,41.23384450037495,234.98806876264388,190.1042221714808,10621310.0659,-7276154.634000001,153032.15561273322,190.7899932861328
2021-12-17,215.4108245935912,39.85854738223484,235.91038985134446,189.33699517327048,10454986.279399998,-7562793.381000001,-434353.6002442371,192.6300048828125
2021-12-20,214.85515795407096,42.62012841620489,236.75907512753787,188.59464783513909,10288662.492899999,-7849432.1280000005,-1021739.3561012074,188.47999572753906
2021-12-21,214.254856582179,33.609843515125746,237.54260443550882,187.87598926862657,10122338.7064,-8136070.875000001,-1609125.1119581778,199.52000427246094
2021-12-22,213.61193841916528,43.48281085597881,238.268203709413,187.17990339565299,9956014.919899998,-8422709.622000001,-2196510.8678151425,201.69000244140625
2021-12-23,212.93433449830107,45.21779240138524,238.9420684796262,186.5053431649593,9789691.133399999,-8709348.369,-2783896.6236721165,204.22000122070312
2021-12-27,212.22625439694914,33.300509494045436,239.52971693303869,185.88665377408267,9623367.3469,-8995987.116,-3371282.379529085,203.1699981689453
2021-12-28,213.48978036385407,36.20532579172336,240.04297419997062,185.31633175796188,9457043.560399998,-9282625.863000002,1309939.7087445222,206.1300048828125
2021-12-29,211.8460504141055,32.901773750531326,240.5021616613912,184.7734101656186,9290719.773899999,-9569264.610000001,-3007958.26459489,203.66000366210938
2021-12-30,211.44241811108677,33.19472161338088,233.50843591884157,185.28806479698622,11481111.09,-8149731.450000001,-3750119.9323056154,202.7100067138672
2021-12-31,211.04718190207137,33.2464309035596,237.95266805924774,185.73488051322178,9364160.090000002,-9362527.530000001,-4492281.600016339,201.32000732421875
2022-01-03,214.35201683638212,30.931740719561564,238.7570469344921,185.72176759211936,9208657.485,-9779342.905000001,-1486436.693419639,207.86000061035156
