Dates,Center_mass,DSI,Center_mass_top,Center_mass_bottom,vol_pos,vol_neg,opt_vol,price
2022-01-04,222.48091601326487,33.13027839627605,239.52098730057492,185.76532934381225,9053154.879999999,-10196158.280000001,11193450.079181084,213.6300048828125
2022-01-05,226.38214511151142,37.819369478499674,238.98415895957953,186.50832595276697,10186690.829999998,-9011736.889999999,18082076.640930735,213.07000732421875
2022-01-06,224.81802615992567,38.037725253596534,234.41146142077736,188.76147168455688,16950407.6546,-5997358.86,15379145.208938187,211.33999633789062
2022-01-07,226.76982028815922,36.34574335511098,235.0357117930342,189.03285689013683,21170199.090000004,-4904985.83,20325083.786030874,215.5
2022-01-10,219.99626938032668,40.59401931202645,234.87989345435994,189.2637886076996,19778044.2125,-5597196.562500001,9857278.417772202,209.30999755859375
2022-01-11,223.60653901112192,41.97993503723839,234.43457913925974,190.76534228380802,22861810.125,-4866901.875,15807244.209474428,216.02000427246094
2022-01-12,223.7146896191683,40.47680189658421,231.73624220806084,193.66278665425517,17905096.0,-7982436.0,23209356.89547921,217.4499969482422
2022-01-13,229.70332385252422,35.92765328328156,231.8976227147037,196.82956836926036,21019277.299999997,-6508301.100000001,32724715.020999998,223.89999389648438
2022-01-14,228.38274081881843,51.10571149696873,230.0137629213037,198.80608387522375,27063010.7436,-6843895.246600002,22125364.478342958,225.9600067138672
2022-01-18,230.01154368724815,41.22198097207821,234.73509200536097,197.84021154209557,32724715.020999998,-5167830.977999999,772315.0795596726,225.00999450683594
2022-01-19,222.72712789688163,41.05990957708349,234.87108156964624,198.74508995829456,24815960.184000008,-5432765.454,-1940367.8013978265,217.0800018310547
2022-01-20,220.04553411056798,43.76914655163482,248.08709373528026,194.72928158408513,5980861.599999999,-3064071.2,-2449582.2514744475,214.19000244140625
2022-01-21,217.66781885802698,36.70654255151416,245.74221924487702,195.10560249132072,4946371.32,-4121466.36,-2709883.2908468097,205.44000244140625
2022-01-24,209.19910146057353,37.70916380701705,243.66581281330892,194.09737594342067,4817870.880000001,-4385646.65,-6612000.482978176,204.1999969482422
2022-01-25,210.24832596460737,43.662111248399476,240.4992969105422,193.741296267856,5058081.400000001,-4826588.319999999,-5437537.426423241,204.10000610351562
2022-01-26,202.33429808918225,53.19574852249439,242.4687781318321,191.3177971327541,3227602.664999999,-6005227.31,-8539298.646985743,194.27000427246094
2022-01-27,195.1626961402054,47.548989545128286,247.53557628000272,186.25931579228248,3376832.2638,-5248769.7069999995,-9152769.912990492,189.75
2022-01-28,192.17576328511126,46.885236141285596,252.56544828961773,185.08967100154322,2229052.350000001,-6492913.0,-10413353.350853857,190.57000732421875
2022-01-31,198.24932066685216,45.23075213314305,229.10074211502746,184.39946328631203,2200008.15,-6936947.175000001,-9264557.079562582,200.24000549316406
2022-02-01,211.61672538678607,47.02595409572906,226.1866773519839,184.21442154287465,1744811.84,-7453849.800000001,-1429322.7736443933,208.33999633789062
2022-02-02,208.3976614615609,47.02219951064147,244.03905574094676,184.2265305278628,2129066.3,-6952210.000000002,-2771031.899004258,207.52000427246094
2022-02-03,208.34016351059924,37.04399709994036,233.03594025840104,183.9736415136902,5414131.580000001,-4195134.24,-2166166.6442615036,206.38999938964844
2022-02-04,208.7443985656297,38.78723648288385,230.7204070908612,185.30744536375326,5546026.915000001,-5361688.585,-2461002.307036884,206.4499969482422
2022-02-07,212.71012547451215,38.927059694538066,228.92122804044538,185.3233653721573,6149636.383299999,-5498856.204,2255289.429722842,211.9199981689453
2022-02-08,213.7860000089358,42.397216940422446,227.85386350638612,188.10629597116932,5716552.227,-5293134.573,6499477.853671996,213.27000427246094
2022-02-09,216.5062215549477,35.989526203213835,225.03326225287265,188.87647195372844,8407427.520000001,-4347041.43,10977958.680993387,215.86000061035156
2022-02-10,220.18950584147512,33.40408989698334,222.32467651767672,189.79068799594336,11384407.090000002,-4051115.0399999996,12904899.398336614,218.75
2022-02-11,219.18319419554547,34.29420738118269,222.32411709866616,190.39928196581332,13880014.784999998,-3093142.1850000005,-29092.47313595563,212.3000030517578
